# x_bohr V_Hartree
-2.947630922693266431e+00 2.198229533581459005e+00
-2.917705735660847566e+00 2.036723001497718677e+00
-2.887780548628428701e+00 1.882932051773517079e+00
-2.857855361596009836e+00 1.736669990362027072e+00
-2.827930174563590526e+00 1.597752047897313288e+00
-2.798004987531171661e+00 1.465995379694340128e+00
-2.768079800498752796e+00 1.341219065748960659e+00
-2.738154613466333931e+00 1.223244110737927492e+00
-2.708229426433915066e+00 1.111893444018886568e+00
-2.678304239401496201e+00 1.006991919630379373e+00
-2.648379052369076891e+00 9.083663162918415024e-01
-2.618453865336658026e+00 8.158453374036080952e-01
-2.588528678304239161e+00 7.292596110469036219e-01
-2.558603491271820296e+00 6.484416899838515436e-01
-2.528678304239401431e+00 5.732260516574682052e-01
-2.498753117206982122e+00 5.034490981916657226e-01
-2.468827930174563257e+00 4.389491563912534255e-01
-2.438902743142144391e+00 3.795664777419333058e-01
-2.408977556109725526e+00 3.251432384103031259e-01
-2.379052369077306661e+00 2.755235392438556974e-01
-2.349127182044887352e+00 2.305534057709793805e-01
-2.319201995012468487e+00 1.900807882009580563e-01
-2.289276807980049622e+00 1.539555614239701553e-01
-2.259351620947630757e+00 1.220295250110889074e-01
-2.229426433915211891e+00 9.415640321428331294e-02
-2.199501246882792582e+00 7.019184496641703297e-02
-2.169576059850373717e+00 4.999342388124983216e-02
-2.139650872817954852e+00 3.342063825343559447e-02
-2.109725685785535987e+00 2.033491105852371778e-02
-2.079800498753117122e+00 1.059958995295874618e-02
-2.049875311720697812e+00 4.079947274080254586e-03
-2.019950124688278947e+00 6.431800401233639733e-04
-1.990024937655860082e+00 1.584099502178882950e-04
-1.960099750623441217e+00 2.496683384388979389e-03
-1.930174563591021908e+00 7.530971403557029827e-03
-1.900249376558603487e+00 1.513616974953716637e-02
-1.870324189526184178e+00 2.518909884504043351e-02
-1.840399002493765757e+00 3.756850379367191600e-02
-1.810473815461346447e+00 5.215505437993334104e-02
-1.780548628428927138e+00 6.883134506922024276e-02
-1.750623441396508717e+00 8.748189500782325989e-02
-1.720698254364089408e+00 1.079931480229298635e-01
-1.690773067331670987e+00 1.302534726226202422e-01
-1.660847880299251678e+00 1.541531619958723398e-01
-1.630922693266832368e+00 1.795844340125572480e-01
-1.600997506234413947e+00 2.064414312234411075e-01
-1.571072319201994638e+00 2.346202208601876338e-01
-1.541147132169576217e+00 2.640187948353520109e-01
-1.511221945137156908e+00 2.945370697423887463e-01
-1.481296758104737599e+00 3.260768868556442879e-01
-1.451371571072319178e+00 3.585420121303601881e-01
-1.421446384039899868e+00 3.918381362026764347e-01
-1.391521197007481447e+00 4.258728743896237900e-01
-1.361596009975062138e+00 4.605557666891322288e-01
-1.331670822942642829e+00 4.957982777800242769e-01
-1.301745635910224408e+00 5.315137970220168429e-01
-1.271820448877805099e+00 5.676176384557262145e-01
-1.241895261845386678e+00 6.040270408026583437e-01
-1.211970074812967368e+00 6.406611674652195054e-01
-1.182044887780548059e+00 6.774411065267071930e-01
-1.152119700748129638e+00 7.142898707513148926e-01
-1.122194513715710329e+00 7.511323975841337486e-01
-1.092269326683291908e+00 7.878955491511463460e-01
-1.062344139650872599e+00 8.245081122592339273e-01
-1.032418952618453289e+00 8.609007983961701749e-01
-1.002493765586034868e+00 8.970062437306242087e-01
-9.725685785536155592e-01 9.327590091121633620e-01
-9.426433915211971382e-01 9.680955800712447434e-01
-9.127182044887778289e-01 1.002954366819226673e+00
-8.827930174563585197e-01 1.037275704248357799e+00
-8.528678304239400987e-01 1.071001851931782989e+00
-8.229426433915207895e-01 1.104076994123545097e+00
-7.930174563591023684e-01 1.136447239758578087e+00
-7.630922693266830592e-01 1.168060622452714803e+00
-7.331670822942637500e-01 1.198867100502680527e+00
-7.032418952618453289e-01 1.228818556886095648e+00
-6.733167082294260197e-01 1.257868799261477877e+00
-6.433915211970075987e-01 1.285973559968238034e+00
-6.134663341645882895e-01 1.313090496026683596e+00
-5.835411471321689802e-01 1.339179189138016701e+00
-5.536159600997505592e-01 1.364201145684333039e+00
-5.236907730673312500e-01 1.388119796728626065e+00
-4.937655860349128289e-01 1.410900498014782123e+00
-4.638403990024935197e-01 1.432510529967584878e+00
-4.339152119700742105e-01 1.452919097692711548e+00
-4.039900249376557895e-01 1.472097330976734231e+00
-3.740648379052364803e-01 1.490018284287121908e+00
-3.441396508728180592e-01 1.506656936772236444e+00
-3.142144638403987500e-01 1.521990192261337249e+00
-2.842892768079794408e-01 1.535996879264577286e+00
-2.543640897755610197e-01 1.548657750973004843e+00
-2.244389027431417105e-01 1.559955485258563757e+00
-1.945137157107232895e-01 1.569874684674092746e+00
-1.645885286783039803e-01 1.578401876453326302e+00
-1.346633416458846710e-01 1.585525512510892909e+00
-1.047381546134662500e-01 1.591235969442316822e+00
-7.481296758104694078e-02 1.595525548524018511e+00
-4.488778054862851974e-02 1.598388475713310886e+00
-1.496259351620921052e-02 1.599820901648404847e+00
1.496259351621009870e-02 1.599820901648404847e+00
4.488778054862851974e-02 1.598388475713310886e+00
7.481296758104782896e-02 1.595525548524018067e+00
1.047381546134662500e-01 1.591235969442316822e+00
1.346633416458855592e-01 1.585525512510892909e+00
1.645885286783048684e-01 1.578401876453326302e+00
1.945137157107232895e-01 1.569874684674092746e+00
2.244389027431425987e-01 1.559955485258563535e+00
2.543640897755610197e-01 1.548657750973004843e+00
2.842892768079803290e-01 1.535996879264576842e+00
3.142144638403996382e-01 1.521990192261337027e+00
3.441396508728180592e-01 1.506656936772236444e+00
3.740648379052373684e-01 1.490018284287121020e+00
4.039900249376557895e-01 1.472097330976734231e+00
4.339152119700750987e-01 1.452919097692710881e+00
4.638403990024935197e-01 1.432510529967584878e+00
4.937655860349128289e-01 1.410900498014782123e+00
5.236907730673321382e-01 1.388119796728625621e+00
5.536159600997505592e-01 1.364201145684333039e+00
5.835411471321698684e-01 1.339179189138016035e+00
6.134663341645882895e-01 1.313090496026683596e+00
6.433915211970075987e-01 1.285973559968238034e+00
6.733167082294269079e-01 1.257868799261476989e+00
7.032418952618453289e-01 1.228818556886095648e+00
7.331670822942646382e-01 1.198867100502679417e+00
7.630922693266830592e-01 1.168060622452714803e+00
7.930174563591023684e-01 1.136447239758578087e+00
8.229426433915216776e-01 1.104076994123544209e+00
8.528678304239400987e-01 1.071001851931782989e+00
8.827930174563594079e-01 1.037275704248356689e+00
9.127182044887778289e-01 1.002954366819226673e+00
9.426433915211971382e-01 9.680955800712447434e-01
9.725685785536164474e-01 9.327590091121623628e-01
1.002493765586034868e+00 8.970062437306242087e-01
1.032418952618454178e+00 8.609007983961692867e-01
1.062344139650872599e+00 8.245081122592339273e-01
1.092269326683291908e+00 7.878955491511463460e-01
1.122194513715711217e+00 7.511323975841328604e-01
1.152119700748129638e+00 7.142898707513148926e-01
1.182044887780548947e+00 6.774411065267060827e-01
1.211970074812967368e+00 6.406611674652195054e-01
1.241895261845386678e+00 6.040270408026583437e-01
1.271820448877805987e+00 5.676176384557248822e-01
1.301745635910224408e+00 5.315137970220168429e-01
1.331670822942643717e+00 4.957982777800232776e-01
1.361596009975062138e+00 4.605557666891322288e-01
1.391521197007481447e+00 4.258728743896237900e-01
1.421446384039900757e+00 3.918381362026753800e-01
1.451371571072319178e+00 3.585420121303601881e-01
1.481296758104738487e+00 3.260768868556432887e-01
1.511221945137156908e+00 2.945370697423887463e-01
1.541147132169576217e+00 2.640187948353520109e-01
1.571072319201995526e+00 2.346202208601867734e-01
1.600997506234413947e+00 2.064414312234411075e-01
1.630922693266833257e+00 1.795844340125565264e-01
1.660847880299251678e+00 1.541531619958723398e-01
1.690773067331670987e+00 1.302534726226202422e-01
1.720698254364090296e+00 1.079931480229292112e-01
1.750623441396508717e+00 8.748189500782325989e-02
1.780548628428928026e+00 6.883134506921971540e-02
1.810473815461346447e+00 5.215505437993334104e-02
1.840399002493765757e+00 3.756850379367191600e-02
1.870324189526185066e+00 2.518909884504007615e-02
1.900249376558603487e+00 1.513616974953716637e-02
1.930174563591022796e+00 7.530971403556834670e-03
1.960099750623441217e+00 2.496683384388979389e-03
1.990024937655860526e+00 1.584099502178741732e-04
2.019950124688279836e+00 6.431800401234210023e-04
2.049875311720698257e+00 4.079947274080327445e-03
2.079800498753116678e+00 1.059958995295862821e-02
2.109725685785536875e+00 2.033491105852403696e-02
2.139650872817955296e+00 3.342063825343579569e-02
2.169576059850373717e+00 4.999342388124983216e-02
2.199501246882793914e+00 7.019184496641807380e-02
2.229426433915212336e+00 9.415640321428381254e-02
2.259351620947630757e+00 1.220295250110889074e-01
2.289276807980049178e+00 1.539555614239697112e-01
2.319201995012469375e+00 1.900807882009593053e-01
2.349127182044887796e+00 2.305534057709799078e-01
2.379052369077306217e+00 2.755235392438550868e-01
2.408977556109726414e+00 3.251432384103047357e-01
2.438902743142144836e+00 3.795664777419339719e-01
2.468827930174563257e+00 4.389491563912534255e-01
2.498753117206983454e+00 5.034490981916684982e-01
2.528678304239401875e+00 5.732260516574689824e-01
2.558603491271820296e+00 6.484416899838515436e-01
2.588528678304238717e+00 7.292596110469026227e-01
2.618453865336658914e+00 8.158453374036105377e-01
2.648379052369077336e+00 9.083663162918432787e-01
2.678304239401495757e+00 1.006991919630377819e+00
2.708229426433915954e+00 1.111893444018889232e+00
2.738154613466334375e+00 1.223244110737929269e+00
2.768079800498752796e+00 1.341219065748960659e+00
2.798004987531172993e+00 1.465995379694345457e+00
2.827930174563591414e+00 1.597752047897317507e+00
2.857855361596009836e+00 1.736669990362027072e+00
2.887780548628428257e+00 1.882932051773515303e+00
2.917705735660848454e+00 2.036723001497723118e+00
2.947630922693266875e+00 2.198229533581462558e+00
2.977556109725685296e+00 2.367640266752466971e+00
3.007481296758105493e+00 2.545145744419366807e+00
3.037406483790523914e+00 2.730938434671655646e+00
3.067331670822942336e+00 2.925212730279753703e+00
3.097256857855362533e+00 3.128164948694978520e+00
3.127182044887780954e+00 3.339993332049503216e+00
3.157107231920199375e+00 3.560898047156440871e+00
3.187032418952617796e+00 3.791081185509777907e+00
3.216957605985037993e+00 4.030746763284414946e+00
3.246882793017456414e+00 4.280100721336102865e+00
3.276807980049874836e+00 4.539350925201535603e+00
3.306733167082295033e+00 4.808707165098294212e+00
3.336658354114713454e+00 5.088381155924821542e+00
3.366583541147131875e+00 5.378586537260486189e+00
3.396508728179552072e+00 5.679538873365567397e+00
3.426433915211970493e+00 5.991455653181179564e+00
3.456359102244388914e+00 6.314556290329388588e+00
3.486284289276807336e+00 6.649062123113134604e+00
3.516209476309227533e+00 6.995196414516273720e+00
3.546134663341645954e+00 7.353184352203502527e+00
3.576059850374064375e+00 7.723253048520465569e+00
3.605985037406484572e+00 8.105631540493709153e+00
3.635910224438902993e+00 8.500550789830601417e+00
3.665835411471321414e+00 8.908243682919483319e+00
3.695760598503741612e+00 9.328945030829586926e+00
3.725685785536160033e+00 9.762891569310962581e+00
3.755610972568578454e+00 1.021032195879463345e+01
3.785536159600996875e+00 1.067147678439249603e+01
3.815461346633417072e+00 1.114659855589736637e+01
3.845386533665835493e+00 1.163593170778286989e+01
3.875311720698253914e+00 1.213972259920361552e+01
3.905236907730674112e+00 1.265821951399510681e+01
3.935162094763092533e+00 1.319167266067365318e+01
3.965087281795510954e+00 1.374033417243654753e+01
3.995012468827931151e+00 1.430445810716198096e+01
4.024937655860349572e+00 1.488430044740894687e+01
4.054862842892767993e+00 1.548011910041742034e+01
4.084788029925186414e+00 1.609217389810826049e+01
4.114713216957606612e+00 1.672072659708322462e+01
4.144638403990025033e+00 1.736604087862489010e+01
4.174563591022443454e+00 1.802838234869681600e+01
4.204488778054863651e+00 1.870801853794346670e+01
4.234413965087282072e+00 1.940521890169010177e+01
4.264339152119700493e+00 2.012025481994294651e+01
4.294264339152118914e+00 2.085339959738913151e+01
4.324189526184539112e+00 2.160492846339669981e+01
4.354114713216957533e+00 2.237511857201446830e+01
4.384039900249375954e+00 2.316424900197227643e+01
4.413965087281796151e+00 2.397260075668085832e+01
4.443890274314214572e+00 2.480045676423171486e+01
4.473815461346632993e+00 2.564810187739736946e+01
4.503740648379053191e+00 2.651582287363125090e+01
4.533665835411471612e+00 2.740390845506752981e+01
4.563591022443890033e+00 2.831264924852141718e+01
4.593516209476308454e+00 2.924233780548899020e+01
4.623441396508728651e+00 3.019326860214724917e+01
4.653366583541147072e+00 3.116573803935395048e+01
4.683291770573565493e+00 3.216004444264787310e+01
4.713216957605985691e+00 3.317648806224874392e+01
4.743142144638404112e+00 3.421537107305696424e+01
4.773067331670822533e+00 3.527699757465403962e+01
4.802992518703242730e+00 3.636167359130236321e+01
4.832917705735661151e+00 3.746970707194500960e+01
4.862842892768079572e+00 3.860140789020618257e+01
4.892768079800497993e+00 3.975708784439090238e+01
4.922693266832918191e+00 4.093706065748511946e+01
4.952618453865336612e+00 4.214164197715552262e+01
4.982543640897755033e+00 4.337114937574986584e+01
5.012468827930175230e+00 4.462590235029682617e+01
5.042394014962593651e+00 4.590622232250575507e+01
5.072319201995012072e+00 4.721243263876709051e+01
5.102244389027432270e+00 4.854485857015220063e+01
5.132169576059850691e+00 4.990382731241309955e+01
5.162094763092269112e+00 5.128966798598293053e+01
5.192019950124687533e+00 5.270271163597568886e+01
5.221945137157107730e+00 5.414329123218627871e+01
5.251870324189526151e+00 5.561174166909032124e+01
5.281795511221944572e+00 5.710839976584452415e+01
5.311720698254364770e+00 5.863360426628654665e+01
5.341645885286783191e+00 6.018769583893463704e+01
5.371571072319201612e+00 6.177101707698821542e+01
5.401496259351621809e+00 6.338391249832763208e+01
5.431421446384040230e+00 6.502672854551377668e+01
5.461346633416458651e+00 6.669981358578881725e+01
5.491271820448877072e+00 6.840351791107563884e+01
5.521197007481297270e+00 7.013819373797819878e+01
5.551122194513715691e+00 7.190419520778094409e+01
5.581047381546134112e+00 7.370187838644960721e+01
5.610972568578554309e+00 7.553160126463079393e+01
5.640897755610972730e+00 7.739372375765165657e+01
5.670822942643391151e+00 7.928860770552061865e+01
5.700748129675811349e+00 8.121661687292699128e+01
5.730673316708229770e+00 8.317811694924056098e+01
5.760598503740648191e+00 8.517347554851248503e+01
5.790523690773066612e+00 8.720306220947460929e+01
5.820448877805486809e+00 8.926724839553978086e+01
5.850374064837905230e+00 9.136640749480147861e+01
5.880299251870323651e+00 9.350091482003429633e+01
5.910224438902743849e+00 9.567114760869391432e+01
5.940149625935162270e+00 9.787748502291631780e+01
5.970074812967580691e+00 1.001203081495189622e+02
