# x_bohr V_Hartree
-4.683291770573565493e+00 0.000000000000000000e+00
-4.653366583541147072e+00 0.000000000000000000e+00
-4.623441396508727763e+00 0.000000000000000000e+00
-4.593516209476309342e+00 0.000000000000000000e+00
-4.563591022443890033e+00 0.000000000000000000e+00
-4.533665835411470724e+00 0.000000000000000000e+00
-4.503740648379052303e+00 0.000000000000000000e+00
-4.473815461346632993e+00 0.000000000000000000e+00
-4.443890274314213684e+00 0.000000000000000000e+00
-4.413965087281795263e+00 0.000000000000000000e+00
-4.384039900249375954e+00 0.000000000000000000e+00
-4.354114713216957533e+00 0.000000000000000000e+00
-4.324189526184538224e+00 0.000000000000000000e+00
-4.294264339152119803e+00 0.000000000000000000e+00
-4.264339152119700493e+00 0.000000000000000000e+00
-4.234413965087281184e+00 0.000000000000000000e+00
-4.204488778054862763e+00 0.000000000000000000e+00
-4.174563591022443454e+00 0.000000000000000000e+00
-4.144638403990024145e+00 0.000000000000000000e+00
-4.114713216957605724e+00 0.000000000000000000e+00
-4.084788029925186414e+00 0.000000000000000000e+00
-4.054862842892767993e+00 0.000000000000000000e+00
-4.024937655860348684e+00 0.000000000000000000e+00
-3.995012468827929819e+00 0.000000000000000000e+00
-3.965087281795510954e+00 0.000000000000000000e+00
-3.935162094763092089e+00 0.000000000000000000e+00
-3.905236907730673224e+00 0.000000000000000000e+00
-3.875311720698253914e+00 0.000000000000000000e+00
-3.845386533665835049e+00 0.000000000000000000e+00
-3.815461346633416184e+00 0.000000000000000000e+00
-3.785536159600997319e+00 0.000000000000000000e+00
-3.755610972568578454e+00 0.000000000000000000e+00
-3.725685785536159145e+00 0.000000000000000000e+00
-3.695760598503740280e+00 0.000000000000000000e+00
-3.665835411471321414e+00 0.000000000000000000e+00
-3.635910224438902549e+00 0.000000000000000000e+00
-3.605985037406483684e+00 0.000000000000000000e+00
-3.576059850374064375e+00 0.000000000000000000e+00
-3.546134663341645510e+00 0.000000000000000000e+00
-3.516209476309226645e+00 0.000000000000000000e+00
-3.486284289276807780e+00 0.000000000000000000e+00
-3.456359102244388914e+00 0.000000000000000000e+00
-3.426433915211969605e+00 0.000000000000000000e+00
-3.396508728179550740e+00 0.000000000000000000e+00
-3.366583541147131875e+00 0.000000000000000000e+00
-3.336658354114713010e+00 0.000000000000000000e+00
-3.306733167082294145e+00 0.000000000000000000e+00
-3.276807980049874836e+00 0.000000000000000000e+00
-3.246882793017455970e+00 0.000000000000000000e+00
-3.216957605985037105e+00 0.000000000000000000e+00
-3.187032418952618240e+00 0.000000000000000000e+00
-3.157107231920199375e+00 0.000000000000000000e+00
-3.127182044887780066e+00 0.000000000000000000e+00
-3.097256857855361201e+00 0.000000000000000000e+00
-3.067331670822942336e+00 0.000000000000000000e+00
-3.037406483790523470e+00 0.000000000000000000e+00
-3.007481296758104605e+00 0.000000000000000000e+00
-2.977556109725685296e+00 0.000000000000000000e+00
-2.947630922693266431e+00 0.000000000000000000e+00
-2.917705735660847566e+00 0.000000000000000000e+00
-2.887780548628428701e+00 0.000000000000000000e+00
-2.857855361596009836e+00 0.000000000000000000e+00
-2.827930174563590526e+00 0.000000000000000000e+00
-2.798004987531171661e+00 0.000000000000000000e+00
-2.768079800498752796e+00 0.000000000000000000e+00
-2.738154613466333931e+00 0.000000000000000000e+00
-2.708229426433915066e+00 0.000000000000000000e+00
-2.678304239401496201e+00 0.000000000000000000e+00
-2.648379052369076891e+00 0.000000000000000000e+00
-2.618453865336658026e+00 0.000000000000000000e+00
-2.588528678304239161e+00 0.000000000000000000e+00
-2.558603491271820296e+00 0.000000000000000000e+00
-2.528678304239401431e+00 0.000000000000000000e+00
-2.498753117206982122e+00 0.000000000000000000e+00
-2.468827930174563257e+00 0.000000000000000000e+00
-2.438902743142144391e+00 0.000000000000000000e+00
-2.408977556109725526e+00 0.000000000000000000e+00
-2.379052369077306661e+00 0.000000000000000000e+00
-2.349127182044887352e+00 0.000000000000000000e+00
-2.319201995012468487e+00 0.000000000000000000e+00
-2.289276807980049622e+00 0.000000000000000000e+00
-2.259351620947630757e+00 0.000000000000000000e+00
-2.229426433915211891e+00 0.000000000000000000e+00
-2.199501246882792582e+00 0.000000000000000000e+00
-2.169576059850373717e+00 0.000000000000000000e+00
-2.139650872817954852e+00 0.000000000000000000e+00
-2.109725685785535987e+00 0.000000000000000000e+00
-2.079800498753117122e+00 0.000000000000000000e+00
-2.049875311720697812e+00 0.000000000000000000e+00
-2.019950124688278947e+00 0.000000000000000000e+00
-1.990024937655860082e+00 0.000000000000000000e+00
-1.960099750623441217e+00 0.000000000000000000e+00
-1.930174563591021908e+00 0.000000000000000000e+00
-1.900249376558603487e+00 0.000000000000000000e+00
-1.870324189526184178e+00 0.000000000000000000e+00
-1.840399002493765757e+00 0.000000000000000000e+00
-1.810473815461346447e+00 0.000000000000000000e+00
-1.780548628428927138e+00 0.000000000000000000e+00
-1.750623441396508717e+00 0.000000000000000000e+00
-1.720698254364089408e+00 0.000000000000000000e+00
-1.690773067331670987e+00 0.000000000000000000e+00
-1.660847880299251678e+00 0.000000000000000000e+00
-1.630922693266832368e+00 0.000000000000000000e+00
-1.600997506234413947e+00 0.000000000000000000e+00
-1.571072319201994638e+00 0.000000000000000000e+00
-1.541147132169576217e+00 0.000000000000000000e+00
-1.511221945137156908e+00 0.000000000000000000e+00
-1.481296758104737599e+00 0.000000000000000000e+00
-1.451371571072319178e+00 0.000000000000000000e+00
-1.421446384039899868e+00 0.000000000000000000e+00
-1.391521197007481447e+00 0.000000000000000000e+00
-1.361596009975062138e+00 0.000000000000000000e+00
-1.331670822942642829e+00 0.000000000000000000e+00
-1.301745635910224408e+00 0.000000000000000000e+00
-1.271820448877805099e+00 0.000000000000000000e+00
-1.241895261845386678e+00 0.000000000000000000e+00
-1.211970074812967368e+00 0.000000000000000000e+00
-1.182044887780548059e+00 0.000000000000000000e+00
-1.152119700748129638e+00 0.000000000000000000e+00
-1.122194513715710329e+00 0.000000000000000000e+00
-1.092269326683291908e+00 0.000000000000000000e+00
-1.062344139650872599e+00 0.000000000000000000e+00
-1.032418952618453289e+00 0.000000000000000000e+00
-1.002493765586034868e+00 0.000000000000000000e+00
-9.725685785536155592e-01 0.000000000000000000e+00
-9.426433915211971382e-01 0.000000000000000000e+00
-9.127182044887778289e-01 0.000000000000000000e+00
-8.827930174563585197e-01 0.000000000000000000e+00
-8.528678304239400987e-01 0.000000000000000000e+00
-8.229426433915207895e-01 0.000000000000000000e+00
-7.930174563591023684e-01 0.000000000000000000e+00
-7.630922693266830592e-01 0.000000000000000000e+00
-7.331670822942637500e-01 0.000000000000000000e+00
-7.032418952618453289e-01 0.000000000000000000e+00
-6.733167082294260197e-01 0.000000000000000000e+00
-6.433915211970075987e-01 0.000000000000000000e+00
-6.134663341645882895e-01 0.000000000000000000e+00
-5.835411471321689802e-01 0.000000000000000000e+00
-5.536159600997505592e-01 0.000000000000000000e+00
-5.236907730673312500e-01 0.000000000000000000e+00
-4.937655860349128289e-01 0.000000000000000000e+00
-4.638403990024935197e-01 0.000000000000000000e+00
-4.339152119700742105e-01 0.000000000000000000e+00
-4.039900249376557895e-01 0.000000000000000000e+00
-3.740648379052364803e-01 0.000000000000000000e+00
-3.441396508728180592e-01 0.000000000000000000e+00
-3.142144638403987500e-01 0.000000000000000000e+00
-2.842892768079794408e-01 0.000000000000000000e+00
-2.543640897755610197e-01 0.000000000000000000e+00
-2.244389027431417105e-01 0.000000000000000000e+00
-1.945137157107232895e-01 0.000000000000000000e+00
-1.645885286783039803e-01 0.000000000000000000e+00
-1.346633416458846710e-01 0.000000000000000000e+00
-1.047381546134662500e-01 0.000000000000000000e+00
-7.481296758104694078e-02 0.000000000000000000e+00
-4.488778054862851974e-02 0.000000000000000000e+00
-1.496259351620921052e-02 0.000000000000000000e+00
1.496259351621009870e-02 0.000000000000000000e+00
4.488778054862851974e-02 0.000000000000000000e+00
7.481296758104782896e-02 0.000000000000000000e+00
1.047381546134662500e-01 0.000000000000000000e+00
1.346633416458855592e-01 0.000000000000000000e+00
1.645885286783048684e-01 0.000000000000000000e+00
1.945137157107232895e-01 0.000000000000000000e+00
2.244389027431425987e-01 0.000000000000000000e+00
2.543640897755610197e-01 0.000000000000000000e+00
2.842892768079803290e-01 0.000000000000000000e+00
3.142144638403996382e-01 0.000000000000000000e+00
3.441396508728180592e-01 0.000000000000000000e+00
3.740648379052373684e-01 0.000000000000000000e+00
4.039900249376557895e-01 0.000000000000000000e+00
4.339152119700750987e-01 0.000000000000000000e+00
4.638403990024935197e-01 0.000000000000000000e+00
4.937655860349128289e-01 0.000000000000000000e+00
5.236907730673321382e-01 0.000000000000000000e+00
5.536159600997505592e-01 0.000000000000000000e+00
5.835411471321698684e-01 0.000000000000000000e+00
6.134663341645882895e-01 0.000000000000000000e+00
6.433915211970075987e-01 0.000000000000000000e+00
6.733167082294269079e-01 0.000000000000000000e+00
7.032418952618453289e-01 0.000000000000000000e+00
7.331670822942646382e-01 0.000000000000000000e+00
7.630922693266830592e-01 0.000000000000000000e+00
7.930174563591023684e-01 0.000000000000000000e+00
8.229426433915216776e-01 0.000000000000000000e+00
8.528678304239400987e-01 0.000000000000000000e+00
8.827930174563594079e-01 0.000000000000000000e+00
9.127182044887778289e-01 0.000000000000000000e+00
9.426433915211971382e-01 0.000000000000000000e+00
9.725685785536164474e-01 0.000000000000000000e+00
1.002493765586034868e+00 0.000000000000000000e+00
1.032418952618454178e+00 0.000000000000000000e+00
1.062344139650872599e+00 0.000000000000000000e+00
1.092269326683291908e+00 0.000000000000000000e+00
1.122194513715711217e+00 0.000000000000000000e+00
1.152119700748129638e+00 0.000000000000000000e+00
1.182044887780548947e+00 0.000000000000000000e+00
1.211970074812967368e+00 0.000000000000000000e+00
1.241895261845386678e+00 0.000000000000000000e+00
1.271820448877805987e+00 0.000000000000000000e+00
1.301745635910224408e+00 0.000000000000000000e+00
1.331670822942643717e+00 0.000000000000000000e+00
1.361596009975062138e+00 0.000000000000000000e+00
1.391521197007481447e+00 0.000000000000000000e+00
1.421446384039900757e+00 0.000000000000000000e+00
1.451371571072319178e+00 0.000000000000000000e+00
1.481296758104738487e+00 0.000000000000000000e+00
1.511221945137156908e+00 0.000000000000000000e+00
1.541147132169576217e+00 0.000000000000000000e+00
1.571072319201995526e+00 0.000000000000000000e+00
1.600997506234413947e+00 0.000000000000000000e+00
1.630922693266833257e+00 0.000000000000000000e+00
1.660847880299251678e+00 0.000000000000000000e+00
1.690773067331670987e+00 0.000000000000000000e+00
1.720698254364090296e+00 0.000000000000000000e+00
1.750623441396508717e+00 0.000000000000000000e+00
1.780548628428928026e+00 0.000000000000000000e+00
1.810473815461346447e+00 0.000000000000000000e+00
1.840399002493765757e+00 0.000000000000000000e+00
1.870324189526185066e+00 0.000000000000000000e+00
1.900249376558603487e+00 0.000000000000000000e+00
1.930174563591022796e+00 0.000000000000000000e+00
1.960099750623441217e+00 0.000000000000000000e+00
1.990024937655860526e+00 0.000000000000000000e+00
2.019950124688279836e+00 0.000000000000000000e+00
2.049875311720698257e+00 0.000000000000000000e+00
2.079800498753116678e+00 0.000000000000000000e+00
2.109725685785536875e+00 0.000000000000000000e+00
2.139650872817955296e+00 0.000000000000000000e+00
2.169576059850373717e+00 0.000000000000000000e+00
2.199501246882793914e+00 0.000000000000000000e+00
2.229426433915212336e+00 0.000000000000000000e+00
2.259351620947630757e+00 0.000000000000000000e+00
2.289276807980049178e+00 0.000000000000000000e+00
2.319201995012469375e+00 0.000000000000000000e+00
2.349127182044887796e+00 0.000000000000000000e+00
2.379052369077306217e+00 0.000000000000000000e+00
2.408977556109726414e+00 0.000000000000000000e+00
2.438902743142144836e+00 0.000000000000000000e+00
2.468827930174563257e+00 0.000000000000000000e+00
2.498753117206983454e+00 0.000000000000000000e+00
2.528678304239401875e+00 0.000000000000000000e+00
2.558603491271820296e+00 0.000000000000000000e+00
2.588528678304238717e+00 0.000000000000000000e+00
2.618453865336658914e+00 0.000000000000000000e+00
2.648379052369077336e+00 0.000000000000000000e+00
2.678304239401495757e+00 0.000000000000000000e+00
2.708229426433915954e+00 0.000000000000000000e+00
2.738154613466334375e+00 0.000000000000000000e+00
2.768079800498752796e+00 0.000000000000000000e+00
2.798004987531172993e+00 0.000000000000000000e+00
2.827930174563591414e+00 0.000000000000000000e+00
2.857855361596009836e+00 0.000000000000000000e+00
2.887780548628428257e+00 0.000000000000000000e+00
2.917705735660848454e+00 0.000000000000000000e+00
2.947630922693266875e+00 0.000000000000000000e+00
2.977556109725685296e+00 0.000000000000000000e+00
3.007481296758105493e+00 0.000000000000000000e+00
3.037406483790523914e+00 0.000000000000000000e+00
3.067331670822942336e+00 0.000000000000000000e+00
3.097256857855362533e+00 0.000000000000000000e+00
3.127182044887780954e+00 0.000000000000000000e+00
3.157107231920199375e+00 0.000000000000000000e+00
3.187032418952617796e+00 0.000000000000000000e+00
3.216957605985037993e+00 0.000000000000000000e+00
3.246882793017456414e+00 0.000000000000000000e+00
3.276807980049874836e+00 0.000000000000000000e+00
3.306733167082295033e+00 0.000000000000000000e+00
3.336658354114713454e+00 0.000000000000000000e+00
3.366583541147131875e+00 0.000000000000000000e+00
3.396508728179552072e+00 0.000000000000000000e+00
3.426433915211970493e+00 0.000000000000000000e+00
3.456359102244388914e+00 0.000000000000000000e+00
3.486284289276807336e+00 0.000000000000000000e+00
3.516209476309227533e+00 0.000000000000000000e+00
3.546134663341645954e+00 0.000000000000000000e+00
3.576059850374064375e+00 0.000000000000000000e+00
3.605985037406484572e+00 0.000000000000000000e+00
3.635910224438902993e+00 0.000000000000000000e+00
3.665835411471321414e+00 0.000000000000000000e+00
3.695760598503741612e+00 0.000000000000000000e+00
3.725685785536160033e+00 0.000000000000000000e+00
3.755610972568578454e+00 0.000000000000000000e+00
3.785536159600996875e+00 0.000000000000000000e+00
3.815461346633417072e+00 0.000000000000000000e+00
3.845386533665835493e+00 0.000000000000000000e+00
3.875311720698253914e+00 0.000000000000000000e+00
3.905236907730674112e+00 0.000000000000000000e+00
3.935162094763092533e+00 0.000000000000000000e+00
3.965087281795510954e+00 0.000000000000000000e+00
3.995012468827931151e+00 0.000000000000000000e+00
4.024937655860349572e+00 0.000000000000000000e+00
4.054862842892767993e+00 0.000000000000000000e+00
4.084788029925186414e+00 0.000000000000000000e+00
4.114713216957606612e+00 0.000000000000000000e+00
4.144638403990025033e+00 0.000000000000000000e+00
4.174563591022443454e+00 0.000000000000000000e+00
4.204488778054863651e+00 0.000000000000000000e+00
4.234413965087282072e+00 0.000000000000000000e+00
4.264339152119700493e+00 0.000000000000000000e+00
4.294264339152118914e+00 0.000000000000000000e+00
4.324189526184539112e+00 0.000000000000000000e+00
4.354114713216957533e+00 0.000000000000000000e+00
4.384039900249375954e+00 0.000000000000000000e+00
4.413965087281796151e+00 0.000000000000000000e+00
4.443890274314214572e+00 0.000000000000000000e+00
4.473815461346632993e+00 0.000000000000000000e+00
4.503740648379053191e+00 0.000000000000000000e+00
4.533665835411471612e+00 0.000000000000000000e+00
4.563591022443890033e+00 0.000000000000000000e+00
4.593516209476308454e+00 0.000000000000000000e+00
4.623441396508728651e+00 0.000000000000000000e+00
4.653366583541147072e+00 0.000000000000000000e+00
4.683291770573565493e+00 0.000000000000000000e+00
4.713216957605985691e+00 0.000000000000000000e+00
4.743142144638404112e+00 0.000000000000000000e+00
4.773067331670822533e+00 0.000000000000000000e+00
4.802992518703242730e+00 0.000000000000000000e+00
4.832917705735661151e+00 0.000000000000000000e+00
4.862842892768079572e+00 0.000000000000000000e+00
4.892768079800497993e+00 0.000000000000000000e+00
4.922693266832918191e+00 0.000000000000000000e+00
4.952618453865336612e+00 0.000000000000000000e+00
4.982543640897755033e+00 0.000000000000000000e+00
5.012468827930175230e+00 0.000000000000000000e+00
5.042394014962593651e+00 0.000000000000000000e+00
5.072319201995012072e+00 0.000000000000000000e+00
5.102244389027432270e+00 0.000000000000000000e+00
5.132169576059850691e+00 0.000000000000000000e+00
5.162094763092269112e+00 0.000000000000000000e+00
5.192019950124687533e+00 0.000000000000000000e+00
5.221945137157107730e+00 0.000000000000000000e+00
5.251870324189526151e+00 0.000000000000000000e+00
5.281795511221944572e+00 0.000000000000000000e+00
5.311720698254364770e+00 0.000000000000000000e+00
5.341645885286783191e+00 0.000000000000000000e+00
5.371571072319201612e+00 0.000000000000000000e+00
5.401496259351621809e+00 0.000000000000000000e+00
5.431421446384040230e+00 0.000000000000000000e+00
5.461346633416458651e+00 0.000000000000000000e+00
5.491271820448877072e+00 0.000000000000000000e+00
5.521197007481297270e+00 0.000000000000000000e+00
5.551122194513715691e+00 0.000000000000000000e+00
5.581047381546134112e+00 0.000000000000000000e+00
5.610972568578554309e+00 0.000000000000000000e+00
5.640897755610972730e+00 0.000000000000000000e+00
5.670822942643391151e+00 0.000000000000000000e+00
5.700748129675811349e+00 0.000000000000000000e+00
5.730673316708229770e+00 0.000000000000000000e+00
5.760598503740648191e+00 0.000000000000000000e+00
5.790523690773066612e+00 0.000000000000000000e+00
5.820448877805486809e+00 0.000000000000000000e+00
5.850374064837905230e+00 0.000000000000000000e+00
5.880299251870323651e+00 0.000000000000000000e+00
5.910224438902743849e+00 0.000000000000000000e+00
5.940149625935162270e+00 0.000000000000000000e+00
5.970074812967580691e+00 0.000000000000000000e+00
